h,impulse,response,mean,median,lower,upper,version,model
1,Main,output,-0.840342105618699,-0.842475947474842,-0.903084866928413,-0.778315477746435,current,bayesian_fd
1,Main,investment,-1.91480974920055,-1.91707203072382,-2.13428708884774,-1.68575824529506,current,bayesian_fd
1,Main,consumption,-0.702738413942962,-0.703919325921546,-0.755490273633674,-0.650118448429844,current,bayesian_fd
1,Main,hours_worked,-0.810929644454491,-0.807833784451029,-0.86313506456533,-0.760271891833487,current,bayesian_fd
1,Main,unemployment,0.636586445967179,0.635141748012001,0.604810871429269,0.669089457375212,current,bayesian_fd
1,Main,labor_share,0.296970960295806,0.297002646382514,0.231062765969595,0.360365517034943,current,bayesian_fd
1,Main,interest,-0.0616693634324476,-0.0615478044260754,-0.077410414061153,-0.0461445063821769,current,bayesian_fd
1,Main,inflation,-0.0654224491208015,-0.0646920938819939,-0.0887439150043067,-0.0427032730266851,current,bayesian_fd
1,Main,productivity,0.0329416760206416,0.032389292745742,-0.0324101435098857,0.0986811901723412,current,bayesian_fd
1,Main,TFP,0.166912359658931,0.168050083254649,0.108171834030369,0.221345625894405,current,bayesian_fd
2,Main,output,-0.678501966481143,-0.679923520150685,-0.757219416321808,-0.598778824040332,current,bayesian_fd
2,Main,investment,-1.65727136424689,-1.66400459181522,-1.97180896481614,-1.3537051422209,current,bayesian_fd
2,Main,consumption,-0.4989246237602,-0.495811348586697,-0.557798148973332,-0.441757939299584,current,bayesian_fd
2,Main,hours_worked,-0.728389186224392,-0.723921630150876,-0.795762709501119,-0.66369608182324,current,bayesian_fd
2,Main,unemployment,0.588523143201249,0.587777279211702,0.546855106859956,0.630421570840066,current,bayesian_fd
2,Main,labor_share,0.0895095912521458,0.0895977317097995,0.0284684008490882,0.150271021671128,current,bayesian_fd
2,Main,interest,-0.0808000095828081,-0.0804311082475963,-0.0989335679064137,-0.0625723029324956,current,bayesian_fd
2,Main,inflation,-0.0217576841036945,-0.0205791458206987,-0.0397546349056641,-0.00285544043680161,current,bayesian_fd
2,Main,productivity,0.135102479932131,0.130700608937727,0.0753809080702641,0.204250601118077,current,bayesian_fd
2,Main,TFP,0.132232409861831,0.13263040170237,0.0675225869375113,0.195376374286765,current,bayesian_fd
3,Main,output,-0.56036912694904,-0.562878970365452,-0.657969217263188,-0.461156521241424,current,bayesian_fd
3,Main,investment,-1.20728822634,-1.21584541898778,-1.56058167715647,-0.856688629295248,current,bayesian_fd
3,Main,consumption,-0.420963484620766,-0.417388331449497,-0.486072446327887,-0.357307701836347,current,bayesian_fd
3,Main,hours_worked,-0.604023526115211,-0.598601986863354,-0.683620800424686,-0.52809631528898,current,bayesian_fd
3,Main,unemployment,0.515782167857779,0.51457331067537,0.468296303410542,0.561464482457968,current,bayesian_fd
3,Main,labor_share,0.01504047322748,0.0151836218647209,-0.0464310599920203,0.0733190146568596,current,bayesian_fd
3,Main,interest,-0.0838661445993812,-0.0828572772226215,-0.104149390932957,-0.0632081828856227,current,bayesian_fd
3,Main,inflation,-0.0179062681122354,-0.0169384075607092,-0.0352627214064527,-0.00123939223233922,current,bayesian_fd
3,Main,productivity,0.1791319880263,0.175639657361778,0.112286445375136,0.251665436719205,current,bayesian_fd
3,Main,TFP,0.112960101866816,0.11432235877367,0.041966051344254,0.179163725423355,current,bayesian_fd
4,Main,output,-0.447171365021813,-0.45223467408973,-0.560283439448318,-0.336430573001491,current,bayesian_fd
4,Main,investment,-0.782439668170607,-0.791987271068744,-1.16715038434728,-0.388201136671304,current,bayesian_fd
4,Main,consumption,-0.34979327879584,-0.347599435018166,-0.422944876651628,-0.276754518622954,current,bayesian_fd
4,Main,hours_worked,-0.481624558862781,-0.477508251920927,-0.573043138860024,-0.390836238066877,current,bayesian_fd
4,Main,unemployment,0.443382753720048,0.440442997599208,0.3860121480673,0.499951459470663,current,bayesian_fd
4,Main,labor_share,-0.0582228851300019,-0.0579587650554681,-0.117970057558027,0.00332834448587887,current,bayesian_fd
4,Main,interest,-0.0817491176876613,-0.0804555085864514,-0.104470050068031,-0.0588367864217605,current,bayesian_fd
4,Main,inflation,-0.0104399049422832,-0.0096912118821786,-0.0277594159387978,0.00698191045540443,current,bayesian_fd
4,Main,productivity,0.205594102002963,0.201407376533328,0.127722933071759,0.287923918993284,current,bayesian_fd
4,Main,TFP,0.0930549418444576,0.093424373250116,0.0125076220747328,0.170379582140642,current,bayesian_fd
5,Main,output,-0.343020295017822,-0.347012659847693,-0.471487300580803,-0.214564485830667,current,bayesian_fd
5,Main,investment,-0.40352237552192,-0.412678465192928,-0.824865220352517,0.0261485357392485,current,bayesian_fd
5,Main,consumption,-0.282882644051458,-0.279411392354001,-0.36488676289073,-0.199681666876407,current,bayesian_fd
5,Main,hours_worked,-0.364491752486237,-0.361372933229565,-0.464815067121107,-0.263521500371421,current,bayesian_fd
5,Main,unemployment,0.37203003820812,0.368677028431255,0.307338079918434,0.436655265712705,current,bayesian_fd
5,Main,labor_share,-0.106282911311596,-0.105832238695439,-0.168579042823108,-0.0417705259795917,current,bayesian_fd
5,Main,interest,-0.0760512233882061,-0.0750695729914988,-0.100831473486115,-0.0516969778570529,current,bayesian_fd
5,Main,inflation,-0.00526624324060868,-0.00473748969379248,-0.0240705592066588,0.012612193530633,current,bayesian_fd
5,Main,productivity,0.215549481857813,0.210060548206939,0.129435754680778,0.306944626065992,current,bayesian_fd
5,Main,TFP,0.0736044149754193,0.0758562097310054,-0.0148336715662979,0.159193474202872,current,bayesian_fd
6,Main,output,-0.249092997606189,-0.250620822949209,-0.38724084844137,-0.106722916914698,current,bayesian_fd
6,Main,investment,-0.0742900616179367,-0.0742483447222036,-0.533987001673476,0.366827553421175,current,bayesian_fd
6,Main,consumption,-0.221350935491261,-0.219680760510195,-0.310480408144549,-0.129214418388053,current,bayesian_fd
6,Main,hours_worked,-0.255097021654588,-0.249887878896371,-0.363937273588466,-0.143891861195898,current,bayesian_fd
6,Main,unemployment,0.303770166957546,0.298889541337612,0.235499080619063,0.37163019638233,current,bayesian_fd
6,Main,labor_share,-0.136376302879185,-0.135810311188973,-0.202252535400562,-0.0707356452811303,current,bayesian_fd
6,Main,interest,-0.0678422671489105,-0.0668018612936968,-0.0950434449938077,-0.0415003324037285,current,bayesian_fd
6,Main,inflation,-0.000829297044862026,8.74059547219658e-05,-0.0199530026392976,0.0170656069533526,current,bayesian_fd
6,Main,productivity,0.212766708422188,0.205920788635733,0.115855414822683,0.313481853621749,current,bayesian_fd
6,Main,TFP,0.0554113844503909,0.0577810517000673,-0.0410564411306423,0.15037194610737,current,bayesian_fd
7,Main,output,-0.166044481966146,-0.168381471783329,-0.31351721717567,-0.0110364746194761,current,bayesian_fd
7,Main,investment,0.204127995077825,0.205820522942867,-0.273186348259821,0.659936826030213,current,bayesian_fd
7,Main,consumption,-0.16552016687821,-0.163505215336945,-0.263891103754878,-0.0696345187660802,current,bayesian_fd
7,Main,hours_worked,-0.155558587171674,-0.15146925555393,-0.274266726185008,-0.0377599053734898,current,bayesian_fd
7,Main,unemployment,0.240016977379558,0.235035266351583,0.168822757910938,0.314337617538669,current,bayesian_fd
7,Main,labor_share,-0.151003613067944,-0.151506199876509,-0.219661886164773,-0.0829468626926933,current,bayesian_fd
7,Main,interest,-0.0580014791267343,-0.0568068706812127,-0.0863482647067064,-0.0303377975733585,current,bayesian_fd
7,Main,inflation,0.00287715832472775,0.00363679691971398,-0.0163941141188956,0.0208636773718188,current,bayesian_fd
7,Main,productivity,0.199906471512337,0.191915862774892,0.0944851518084094,0.308982872547906,current,bayesian_fd
7,Main,TFP,0.0387979266008252,0.041724753171968,-0.065916114424022,0.141492173117614,current,bayesian_fd
8,Main,output,-0.0941704120594748,-0.0978570294129484,-0.255804710197011,0.0706742410601288,current,bayesian_fd
8,Main,investment,0.432471089853119,0.429371910859171,-0.0583821026668984,0.905512205671652,current,bayesian_fd
8,Main,consumption,-0.115711015216085,-0.11463737407874,-0.219236010582202,-0.0121536295028638,current,bayesian_fd
8,Main,hours_worked,-0.06712723892758,-0.0648585940919131,-0.190739886805855,0.0561416311890658,current,bayesian_fd
8,Main,unemployment,0.181810760622633,0.178832804079644,0.108486361978573,0.258201806414346,current,bayesian_fd
8,Main,labor_share,-0.153286320482733,-0.154758650504272,-0.22352349507708,-0.0849884023085609,current,bayesian_fd
8,Main,interest,-0.0472552153335556,-0.0463843403312434,-0.0764627745644009,-0.0183867634133562,current,bayesian_fd
8,Main,inflation,0.00602001457835851,0.00616722541203877,-0.0132309366868222,0.0243766956905943,current,bayesian_fd
8,Main,productivity,0.179505222396224,0.173152229216211,0.0666428835898615,0.293930210461086,current,bayesian_fd
8,Main,TFP,0.0240390320310073,0.0266033461578741,-0.0846265633986815,0.132763004742254,current,bayesian_fd
9,Main,output,-0.0334105805718337,-0.0386478456490835,-0.202676691142908,0.141904022509366,current,bayesian_fd
9,Main,investment,0.612868575157245,0.603150375329336,0.0893639099680502,1.10823312445744,current,bayesian_fd
9,Main,consumption,-0.0720498599540353,-0.070889444807133,-0.182961194837934,0.0387126944463295,current,bayesian_fd
9,Main,hours_worked,0.00953114832640936,0.0138568652919427,-0.119602068975705,0.133083319235147,current,bayesian_fd
9,Main,unemployment,0.129835905297266,0.125651740492218,0.0556349387882294,0.206642236601237,current,bayesian_fd
9,Main,labor_share,-0.145973492220937,-0.146652848958519,-0.218949537722976,-0.0737959078527792,current,bayesian_fd
9,Main,interest,-0.0361973109262053,-0.0344412555912484,-0.0664796857743204,-0.00658569801851224,current,bayesian_fd
9,Main,inflation,0.00866207097984571,0.00871958050304115,-0.0105899717907862,0.0274323144396807,current,bayesian_fd
9,Main,productivity,0.153781549217385,0.147359651586828,0.0342199716377109,0.275637601400179,current,bayesian_fd
9,Main,TFP,0.0112808815825646,0.0108484203524264,-0.104391545127947,0.126258004036894,current,bayesian_fd
10,Main,output,0.0165873426070408,0.0114041677360732,-0.151336261382706,0.198265374100168,current,bayesian_fd
10,Main,investment,0.748522582415568,0.731806050249694,0.198576728469975,1.24702579529546,current,bayesian_fd
10,Main,consumption,-0.0345103487074568,-0.0321366906693307,-0.15145144181217,0.0811335005372535,current,bayesian_fd
10,Main,hours_worked,0.074264797785998,0.0750824715085353,-0.0577361961434343,0.200034718563556,current,bayesian_fd
10,Main,unemployment,0.0844669686855481,0.0813425569328453,0.0100446123329477,0.160280776767091,current,bayesian_fd
10,Main,labor_share,-0.131556166689551,-0.132751492509711,-0.205344818415051,-0.0580004779204805,current,bayesian_fd
10,Main,interest,-0.0253016431739906,-0.0241458204297917,-0.0564658091505167,0.00535381741754108,current,bayesian_fd
10,Main,inflation,0.0108447757332956,0.010303130546943,-0.00860540100435561,0.0307647538627639,current,bayesian_fd
10,Main,productivity,0.124668086029572,0.118657532040741,-0.000629903848294421,0.251641504826896,current,bayesian_fd
10,Main,TFP,0.000571999063473521,-0.000257985515670698,-0.12008689388566,0.119697503277516,current,bayesian_fd
11,Main,output,0.0564132970503221,0.0561219168964483,-0.113505702722679,0.243948112330615,current,bayesian_fd
11,Main,investment,0.843414705932641,0.821249444817793,0.281482637651488,1.35707166845134,current,bayesian_fd
11,Main,consumption,-0.00292581255488647,-0.000785413321117933,-0.127113326623165,0.118587041296016,current,bayesian_fd
11,Main,hours_worked,0.127330528781539,0.125426255652245,-0.00605000979801428,0.260706804739957,current,bayesian_fd
11,Main,unemployment,0.0458130295443981,0.0442370845866773,-0.029222326555893,0.119109338647223,current,bayesian_fd
11,Main,labor_share,-0.112215259599326,-0.113775920156128,-0.187993436775278,-0.0354569358564447,current,bayesian_fd
11,Main,interest,-0.0149344318106357,-0.0135132417893303,-0.0454073947626415,0.0160560176636713,current,bayesian_fd
11,Main,inflation,0.0125927817465423,0.0115970246937006,-0.00666748675259822,0.0326448566631949,current,bayesian_fd
11,Main,productivity,0.0938085927654633,0.0843509264326137,-0.0362714353535501,0.225892982067535,current,bayesian_fd
11,Main,TFP,-0.00812381096039237,-0.010933965506282,-0.133084895132479,0.114506123161126,current,bayesian_fd
12,Main,output,0.0868391750917894,0.0841752505557199,-0.091046474788216,0.277849665522089,current,bayesian_fd
12,Main,investment,0.902042050405172,0.879588463223098,0.345356360567506,1.41568138061098,current,bayesian_fd
12,Main,consumption,0.0229884198449514,0.0238692559604265,-0.106048301421633,0.147109316686338,current,bayesian_fd
12,Main,hours_worked,0.169304860844306,0.165955886334468,0.0355140441596163,0.30388620279741,current,bayesian_fd
12,Main,unemployment,0.0137624166627318,0.013585895388384,-0.0593892795393394,0.0845229097332751,current,bayesian_fd
12,Main,labor_share,-0.089820607363864,-0.0924199921707213,-0.168267965206168,-0.0114345124647741,current,bayesian_fd
12,Main,interest,-0.00536633569743557,-0.00419973043662642,-0.0367735539429678,0.0264429500132934,current,bayesian_fd
12,Main,inflation,0.0139262814953379,0.01316229554509,-0.00514264754206827,0.0343979372854693,current,bayesian_fd
12,Main,productivity,0.0625689931775552,0.055926746991426,-0.0725308229264941,0.200519180605924,current,bayesian_fd
12,Main,TFP,-0.0149098726402194,-0.0170991587245142,-0.143044319604076,0.112016647615507,current,bayesian_fd
13,Main,output,0.108766286629857,0.105566326970422,-0.0727614385120161,0.303827621980133,current,bayesian_fd
13,Main,investment,0.929184691137637,0.904701409008679,0.382578790617873,1.44000093053322,current,bayesian_fd
13,Main,consumption,0.0436118796434717,0.0427639600453162,-0.0911492795404094,0.173976137696842,current,bayesian_fd
13,Main,hours_worked,0.201002154217971,0.19483859207154,0.0684982874386281,0.337617945584979,current,bayesian_fd
13,Main,unemployment,-0.0119738439807242,-0.0118957430234791,-0.0825360580240486,0.0564527841834533,current,bayesian_fd
13,Main,labor_share,-0.0659354320779788,-0.0684218780079712,-0.146031120855135,0.0160905000288248,current,bayesian_fd
13,Main,interest,0.00321557341356279,0.00420105640011504,-0.0289615359674988,0.0349690010487077,current,bayesian_fd
13,Main,inflation,0.0148662297467011,0.0143565409150732,-0.00391675042382126,0.0347541972341127,current,bayesian_fd
13,Main,productivity,0.0320521767837305,0.0264486148184054,-0.104042054730539,0.174093203090334,current,bayesian_fd
13,Main,TFP,-0.0199400266305705,-0.0214257359168374,-0.151041009120242,0.107951395766624,current,bayesian_fd
14,Main,output,0.123177193451285,0.119670360786862,-0.0602692458841215,0.314597142244516,current,bayesian_fd
14,Main,investment,0.929706458919717,0.892213424457794,0.390298097095101,1.44782424698767,current,bayesian_fd
14,Main,consumption,0.0593953565984364,0.0577238035069473,-0.0766465037559577,0.196469073159004,current,bayesian_fd
14,Main,hours_worked,0.223402205511531,0.215892119869308,0.0871525392188547,0.356944750178092,current,bayesian_fd
14,Main,unemployment,-0.0318209675712606,-0.0319031007577615,-0.0991159035879027,0.0341140940255429,current,bayesian_fd
14,Main,labor_share,-0.0418311366077762,-0.0461961101576408,-0.122423324783733,0.036664497114666,current,bayesian_fd
14,Main,interest,0.0106960851678121,0.0115563352709566,-0.0209837289587776,0.0422577857497382,current,bayesian_fd
14,Main,inflation,0.0154373123490278,0.0149184897383847,-0.00357800424520367,0.0348940106087128,current,bayesian_fd
14,Main,productivity,0.00311729156910423,0.000877977748172181,-0.139419482909389,0.149514164541264,current,bayesian_fd
14,Main,TFP,-0.0234030300170833,-0.0244085169505313,-0.153277171866119,0.10834388229001,current,bayesian_fd
15,Main,output,0.131092988743448,0.123546955516441,-0.0542029455926586,0.32176406743506,current,bayesian_fd
15,Main,investment,0.908389478316356,0.865462425189552,0.359089150748152,1.42160087359499,current,bayesian_fd
15,Main,consumption,0.0708381910034979,0.0670062191680412,-0.0699609405999163,0.210492539385629,current,bayesian_fd
15,Main,hours_worked,0.23758708608473,0.227533278452786,0.101413310824158,0.371522723257119,current,bayesian_fd
