date,variable,fitted,log_var_fitted
1962-01-01,TFP,,-0.100932010582577
1962-01-01,consumption,,-1.02476010177801
1962-01-01,hours_worked,,-0.637648915782539
1962-01-01,inflation,,-3.99790518559277
1962-01-01,interest,,-4.17381736572459
1962-01-01,investment,,2.04716306434475
1962-01-01,labor_share,,-1.06561943296181
1962-01-01,output,,-0.514470434560668
1962-01-01,productivity,,-0.457872683638665
1962-01-01,unemployment,,-1.90021929190601
1962-04-01,TFP,0.964963021070663,-0.192227712749495
1962-04-01,consumption,0.85648462340604,-0.498678519114575
1962-04-01,hours_worked,0.520122838081811,-1.08295681493659
1962-04-01,inflation,0.334932261666183,-4.81275838398918
1962-04-01,interest,0.771389868622773,-4.13522378066401
1962-04-01,investment,2.53272409101992,1.75186560620655
1962-04-01,labor_share,470.568058528079,-0.672233242842915
1962-04-01,output,1.27608704437213,-1.40789651609353
1962-04-01,productivity,1.31069500964604,-0.362870264541132
1962-04-01,unemployment,5.31291215521365,-2.3884623727333
1962-07-01,TFP,0.248294036408133,-0.473171646321666
1962-07-01,consumption,1.34307671422313,-2.05305828626564
1962-07-01,hours_worked,0.34025236064282,-0.638302412074744
1962-07-01,inflation,0.363754185140315,-4.02996713578753
1962-07-01,interest,0.831564290831655,-4.51783261441418
1962-07-01,investment,2.09981001040231,1.28341294298495
1962-07-01,labor_share,469.768003907594,-1.56739329750139
1962-07-01,output,1.3045705054663,-1.00766874604599
1962-07-01,productivity,0.871420027926057,-0.720197911705115
1962-07-01,unemployment,5.29250549283326,-2.58594906671249
1962-10-01,TFP,0.812689082651968,-0.271262047461605
1962-10-01,consumption,-0.136895643586783,-0.172277496929509
1962-10-01,hours_worked,-0.644084060369606,-0.783199875271806
1962-10-01,inflation,0.321780761392887,-3.95622245119531
1962-10-01,interest,0.590943173856851,-3.79076748057534
1962-10-01,investment,0.578890486040677,1.82040641799046
1962-10-01,labor_share,470.05710574458,-0.964885110653127
1962-10-01,output,0.233667972298967,-0.758808735615878
1962-10-01,productivity,1.36168322533681,-0.344374604968622
1962-10-01,unemployment,6.21362864699281,-1.64633275094896
