date,variable,fitted,log_var_fitted
1962-07-01,TFP,0.964963021070624,
1962-07-01,consumption,0.856484623405988,
1962-07-01,hours_worked,0.52012283808176,
1962-07-01,inflation,0.334932261666154,
1962-07-01,interest,0.771389868622747,
1962-07-01,investment,2.53272409101929,
1962-07-01,labor_share,470.568058528077,
1962-07-01,output,1.27608704437196,
1962-07-01,productivity,1.31069500964587,
1962-07-01,unemployment,5.31291215521364,
1962-10-01,TFP,0.248294036408097,
1962-10-01,consumption,1.34307671422311,
1962-10-01,hours_worked,0.340252360642791,
1962-10-01,inflation,0.363754185140284,
1962-10-01,interest,0.831564290831618,
1962-10-01,investment,2.09981001040155,
1962-10-01,labor_share,469.768003907593,
1962-10-01,output,1.30457050546613,
1962-10-01,productivity,0.871420027925837,
1962-10-01,unemployment,5.29250549283325,
1963-01-01,TFP,0.812689082651938,
1963-01-01,consumption,-0.13689564358681,
1963-01-01,hours_worked,-0.644084060369603,
1963-01-01,inflation,0.321780761392898,
1963-01-01,interest,0.590943173856861,
1963-01-01,investment,0.578890486040791,
1963-01-01,labor_share,470.05710574458,
1963-01-01,output,0.233667972298963,
1963-01-01,productivity,1.3616832253368,
1963-01-01,unemployment,6.21362864699281,
1963-04-01,TFP,0.26138697441968,
1963-04-01,consumption,1.00753540753047,
1963-04-01,hours_worked,0.714525895537167,
1963-04-01,inflation,0.45088317554083,
1963-04-01,interest,0.71421355634736,
1963-04-01,investment,2.77430354065623,
1963-04-01,labor_share,470.011457341051,
1963-04-01,output,1.21465201668037,
1963-04-01,productivity,0.900843596086311,
1963-04-01,unemployment,5.47137220873498,
1963-07-01,TFP,0.760707343457438,
1963-07-01,consumption,1.21680263476847,
1963-07-01,hours_worked,0.600755306395789,
1963-07-01,inflation,0.318709045757903,
1963-07-01,interest,0.902376544620991,
1963-07-01,investment,2.35987916109303,
1963-07-01,labor_share,469.915651663829,
1963-07-01,output,1.35344063714302,
1963-07-01,productivity,0.947896852845931,
1963-07-01,unemployment,5.37222968444701,
1963-10-01,TFP,0.480220481372673,
1963-10-01,consumption,1.11760373606633,
1963-10-01,hours_worked,0.203346183871761,
1963-10-01,inflation,0.246137632433992,
1963-10-01,interest,0.913242317086666,
1963-10-01,investment,1.65810162400676,
1963-10-01,labor_share,469.076225114373,
1963-10-01,output,1.06318703212748,
1963-10-01,productivity,0.859360521474123,
1963-10-01,unemployment,5.34733375813861,
1964-01-01,TFP,0.382076548924171,
1964-01-01,consumption,0.288786769233951,
1964-01-01,hours_worked,-0.358370990887495,
1964-01-01,inflation,0.641505938183706,
1964-01-01,interest,0.774795009218472,
1964-01-01,investment,1.01910312171926,
1964-01-01,labor_share,469.062515788709,
1964-01-01,output,0.470780175908221,
1964-01-01,productivity,0.956543511747017,
1964-01-01,unemployment,5.81978297709683,
1964-04-01,TFP,0.168287598799684,
1964-04-01,consumption,1.89757249546406,
1964-04-01,hours_worked,1.40266338761129,
1964-04-01,inflation,0.627999675001997,
1964-04-01,interest,1.07654655352211,
1964-04-01,investment,2.43685036159202,
1964-04-01,labor_share,468.461198766213,
1964-04-01,output,1.64553746005681,
1964-04-01,productivity,0.361257041120172,
1964-04-01,unemployment,4.43130305909378,
1964-07-01,TFP,0.633399785318896,
1964-07-01,consumption,1.01047610280166,
1964-07-01,hours_worked,0.407425040772136,
1964-07-01,inflation,0.39578556730981,
1964-07-01,interest,1.01631500461247,
1964-07-01,investment,3.23541632537681,
1964-07-01,labor_share,468.262136888806,
1964-07-01,output,1.40869225387969,
1964-07-01,productivity,1.18964273519887,
1964-07-01,unemployment,5.0189314066787,
1964-10-01,TFP,0.300616625841567,-0.899258886372813
1964-10-01,consumption,0.621525661425933,-1.77868178341011
1964-10-01,hours_worked,-0.00440918514880463,-1.83794772575842
1964-10-01,inflation,0.410147228080703,-1.71517019452451
1964-10-01,interest,0.802533028217867,-1.14083413339924
1964-10-01,investment,0.440398112647225,-0.12957233662935
1964-10-01,labor_share,468.342285142709,0.645479672885755
1964-10-01,output,0.527068862860004,-1.30721527730556
1964-10-01,productivity,0.770960114755828,-0.341559948255684
1964-10-01,unemployment,5.11997659592042,0.299950094075288
1965-01-01,TFP,0.548710690922614,-0.0154024188302819
1965-01-01,consumption,0.329382981944153,-2.46355817621837
1965-01-01,hours_worked,0.0667533553664423,-1.96774628325941
1965-01-01,inflation,0.490675476247625,-2.03619086109264
1965-01-01,interest,0.857042873660183,-1.80165922335924
1965-01-01,investment,0.883915376058555,1.52287129586141
1965-01-01,labor_share,469.172453333203,-0.576878196464506
1965-01-01,output,0.585894359097569,-1.2663460013004
1965-01-01,productivity,0.943683274504339,0.00042368266769266
1965-01-01,unemployment,5.14886616402372,0.0276063446698127
1965-04-01,TFP,-0.00173191889213364,-1.56586152849449
1965-04-01,consumption,1.77740484350865,-1.84466366317001
1965-04-01,hours_worked,1.42065511111701,-2.86128880423454
1965-04-01,inflation,0.618622935167987,-2.46576782067511
1965-04-01,interest,1.26064287537452,-2.43909339783037
1965-04-01,investment,3.23074144899854,1.90897213348157
1965-04-01,labor_share,468.669647991533,0.814651153817477
