date,vfci,target_y,hs_y
1962-07-01,0.0461489238383968,output,1.20489016467642
1962-07-01,0.0461489238383968,investment,1.3170296271383
1962-07-01,0.0461489238383968,consumption,0.779772192317998
1962-07-01,0.0461489238383968,hours_worked,0.618175926869183
1962-07-01,0.0461489238383968,unemployment,0.995384065871072
1962-07-01,0.0461489238383968,labor_share,-1.48893712257937
1962-07-01,0.0461489238383968,interest,0.0331355270767589
1962-07-01,0.0461489238383968,inflation,-0.0566111111666448
1962-07-01,0.0461489238383968,productivity,0.365844931844879
1962-07-01,0.0461489238383968,TFP,0.947347689723951
1962-10-01,0.000442444995393411,output,1.07726785454734
1962-10-01,0.000442444995393411,investment,0.599916146234668
1962-10-01,0.000442444995393411,consumption,0.364410784674927
1962-10-01,0.000442444995393411,hours_worked,0.688548758117354
1962-10-01,0.000442444995393411,unemployment,0.0490548491235363
1962-10-01,0.000442444995393411,labor_share,-0.890446614972528
1962-10-01,0.000442444995393411,interest,0.2300881439663
1962-10-01,0.000442444995393411,inflation,-0.257761232353281
1962-10-01,0.000442444995393411,productivity,-0.539705967138597
1962-10-01,0.000442444995393411,TFP,0.267245920711124
1963-01-01,-0.268547858762892,output,1.12799762876308
1963-01-01,-0.268547858762892,investment,0.536172816633186
1963-01-01,-0.268547858762892,consumption,1.50920856174996
1963-01-01,-0.268547858762892,hours_worked,0.426589529724525
1963-01-01,-0.268547858762892,unemployment,0.754612927598829
1963-01-01,-0.268547858762892,labor_share,-1.48370963344088
1963-01-01,-0.268547858762892,interest,-0.331325563766312
1963-01-01,-0.268547858762892,inflation,-0.295707139529919
1963-01-01,-0.268547858762892,productivity,-1.42575973438672
1963-01-01,-0.268547858762892,TFP,-0.652317375195428
1963-04-01,-0.824032195361028,output,-0.238403286361455
1963-04-01,-0.824032195361028,investment,-0.705108831968269
1963-04-01,-0.824032195361028,consumption,-0.102448912301632
1963-04-01,-0.824032195361028,hours_worked,-0.869838927971469
1963-04-01,-0.824032195361028,unemployment,-0.832757173230653
1963-04-01,-0.824032195361028,labor_share,-1.0357445426769
1963-04-01,-0.824032195361028,interest,-0.861522053886261
1963-04-01,-0.824032195361028,inflation,-0.0918202273696957
1963-04-01,-0.824032195361028,productivity,-1.44345765569597
1963-04-01,-0.824032195361028,TFP,-1.30059332337182
1963-07-01,-1.22804948336884,output,-1.27177211600759
1963-07-01,-1.22804948336884,investment,-0.844154646887524
1963-07-01,-1.22804948336884,consumption,-1.46152381701358
1963-07-01,-1.22804948336884,hours_worked,-0.86082501723179
1963-07-01,-1.22804948336884,unemployment,-1.16170034714909
1963-07-01,-1.22804948336884,labor_share,-0.0478643939523972
1963-07-01,-1.22804948336884,interest,-0.915661606380584
1963-07-01,-1.22804948336884,inflation,0.00464803735018468
1963-07-01,-1.22804948336884,productivity,1.10418437536186
1963-07-01,-1.22804948336884,TFP,0.279095558848297
1963-10-01,0.466398989529312,output,1.64066319617979
1963-10-01,0.466398989529312,investment,1.31950089175268
1963-10-01,0.466398989529312,consumption,2.52333800791316
1963-10-01,0.466398989529312,hours_worked,1.2632149202933
1963-10-01,0.466398989529312,unemployment,1.34539241695532
1963-10-01,0.466398989529312,labor_share,-0.556976657289045
1963-10-01,0.466398989529312,interest,0.73204175116652
1963-10-01,0.466398989529312,inflation,-1.29393929533378
1963-10-01,0.466398989529312,productivity,-0.886385860396521
1963-10-01,0.466398989529312,TFP,0.0723448247548245
1964-01-01,-1.14360780831829,output,-2.00037443676141
1964-01-01,-1.14360780831829,investment,-2.06677857083016
1964-01-01,-1.14360780831829,consumption,-2.52620195054754
