date,variable,fitted,log_var_fitted
1962-01-01,TFP,,-0.239951521147695
1962-01-01,consumption,,-1.44128729849123
1962-01-01,hours_worked,,-0.97919206480788
1962-01-01,inflation,,-3.35440489486349
1962-01-01,interest,,-4.70657116537109
1962-01-01,investment,,1.34700267291121
1962-01-01,labor_share,,-0.800042298317094
1962-01-01,output,,-0.936451656535781
1962-01-01,productivity,,-1.13237098312789
1962-01-01,unemployment,,-2.47335167632128
1962-04-01,TFP,0.964963021070663,-0.43753171717717
1962-04-01,consumption,0.85648462340604,-1.72128352437271
1962-04-01,hours_worked,0.520122838081811,-0.771733858724978
1962-04-01,inflation,0.334932261666183,-2.99349165143995
1962-04-01,interest,0.771389868622773,-4.28554291767
1962-04-01,investment,2.53272409101992,2.06731872874895
1962-04-01,labor_share,470.568058528079,0.0739610047110279
1962-04-01,output,1.27608704437213,-0.66870365957342
1962-04-01,productivity,1.31069500964604,-0.715591184650715
1962-04-01,unemployment,5.31291215521365,-2.21014848555563
1962-07-01,TFP,0.248294036408133,-0.292242194997185
1962-07-01,consumption,1.34307671422313,-1.66418339309126
1962-07-01,hours_worked,0.34025236064282,-0.766003446270278
1962-07-01,inflation,0.363754185140315,-3.06136630774965
1962-07-01,interest,0.831564290831655,-4.25138244319209
1962-07-01,investment,2.09981001040231,1.8788405046543
1962-07-01,labor_share,469.768003907594,-0.511271835337839
1962-07-01,output,1.3045705054663,-0.597506210072303
1962-07-01,productivity,0.871420027926057,-1.00294013296143
1962-07-01,unemployment,5.29250549283326,-2.11237148287914
1962-10-01,TFP,0.812689082651968,-0.279116537473187
1962-10-01,consumption,-0.136895643586783,-1.65433532863655
1962-10-01,hours_worked,-0.644084060369606,-0.780302185521046
1962-10-01,inflation,0.321780761392887,-3.05383474629295
1962-10-01,interest,0.590943173856851,-4.17399619126545
1962-10-01,investment,0.578890486040677,1.8869094223182
1962-10-01,labor_share,470.05710574458,-0.402459039411611
1962-10-01,output,0.233667972298967,-0.581568322326378
1962-10-01,productivity,1.36168322533681,-0.910029992343637
1962-10-01,unemployment,6.21362864699281,-2.12398345572743
1963-01-01,TFP,0.261386974419718,-0.187761971728728
1963-01-01,consumption,1.0075354075305,-1.56486477019915
1963-01-01,hours_worked,0.714525895537172,-0.850416045338619
1963-01-01,inflation,0.450883175540808,-3.1652438828307
1963-01-01,interest,0.714213556347335,-4.26297806563683
1963-01-01,investment,2.77430354065595,1.65359749256144
1963-01-01,labor_share,470.011457341051,-0.699145126667472
1963-01-01,output,1.21465201668034,-0.639286588661082
1963-01-01,productivity,0.900843596086311,-1.04251972983597
1963-01-01,unemployment,5.47137220873497,-2.19584603718355
1963-04-01,TFP,0.760707343457458,-0.0744479793388263
1963-04-01,consumption,1.21680263476848,-1.31756730871983
1963-04-01,hours_worked,0.600755306395808,-1.07574992828389
1963-04-01,inflation,0.318709045757926,-3.43598443512357
1963-04-01,interest,0.902376544621015,-4.48718687414005
1963-04-01,investment,2.35987916109347,1.13150221725751
1963-04-01,labor_share,469.915651663828,-0.864144643891078
1963-04-01,output,1.35344063714313,-0.896830967286225
1963-04-01,productivity,0.947896852846057,-1.01371501543382
1963-04-01,unemployment,5.37222968444698,-2.52601804150364
1963-07-01,TFP,0.480220481372658,-0.0641399804482763
1963-07-01,consumption,1.1176037360663,-1.34143262563328
1963-07-01,hours_worked,0.203346183871716,-1.12798283003874
1963-07-01,inflation,0.246137632433944,-3.42927596010824
1963-07-01,interest,0.913242317086615,-4.51055595223588
1963-07-01,investment,1.65810162400582,1.15899361451138
1963-07-01,labor_share,469.076225114373,-0.662740458821711
1963-07-01,output,1.06318703212728,-0.914089342960496
1963-07-01,productivity,0.859360521473938,-0.934967701440573
1963-07-01,unemployment,5.34733375813861,-2.61546104113544
1963-10-01,TFP,0.382076548924175,-0.142245111800928
1963-10-01,consumption,0.288786769233965,-1.44847297938581
1963-10-01,hours_worked,-0.358370990887497,-1.09685729283104
1963-10-01,inflation,0.641505938183711,-3.32922918281771
1963-10-01,interest,0.774795009218471,-4.50113836810935
1963-10-01,investment,1.01910312171933,1.38309294071184
1963-10-01,labor_share,469.062515788709,-0.32350957351175
1963-10-01,output,0.470780175908228,-0.883203476742873
1963-10-01,productivity,0.95654351174705,-0.825482681629991
1963-10-01,unemployment,5.81978297709683,-2.61162520002299
1964-01-01,TFP,0.168287598799687,-0.0695421925320179
1964-01-01,consumption,1.89757249546407,-1.40382605365138
1964-01-01,hours_worked,1.40266338761129,-1.12943760151831
1964-01-01,inflation,0.627999675002004,-3.41148836545363
1964-01-01,interest,1.07654655352211,-4.63022863625877
1964-01-01,investment,2.43685036159226,1.21095747999407
1964-01-01,labor_share,468.461198766214,-0.69673211769094
1964-01-01,output,1.64553746005682,-0.917400610111804
1964-01-01,productivity,0.361257041120211,-1.05024493195858
1964-01-01,unemployment,4.43130305909378,-2.63409914078119
1964-04-01,TFP,0.633399785318911,-0.0866850689401486
1964-04-01,consumption,1.01047610280166,-1.42327395267299
1964-04-01,hours_worked,0.407425040772136,-1.10726910396149
1964-04-01,inflation,0.395785567309811,-3.37754742220424
1964-04-01,interest,1.01631500461247,-4.56887846759675
1964-04-01,investment,3.23541632537682,1.27534836610179
1964-04-01,labor_share,468.262136888806,-0.612544326095116
1964-04-01,output,1.40869225387968,-0.88751989511762
1964-04-01,productivity,1.18964273519891,-0.996465008416708
1964-04-01,unemployment,5.0189314066787,-2.60182825037053
1964-07-01,TFP,0.300616625841577,-0.0947961747114205
1964-07-01,consumption,0.621525661425942,-1.42482902665426
1964-07-01,hours_worked,-0.0044091851487984,-1.12826997132717
1964-07-01,inflation,0.410147228080705,-3.39316904193668
1964-07-01,interest,0.802533028217864,-4.64286973742224
1964-07-01,investment,0.440398112647202,1.25766098764593
1964-07-01,labor_share,468.342285142709,-0.594392393025068
1964-07-01,output,0.527068862859981,-0.924336860504858
1964-07-01,productivity,0.770960114755859,-1.01221344387582
1964-07-01,unemployment,5.11997659592042,-2.64858727318881
1964-10-01,TFP,0.548710690922622,-0.116259382029276
1964-10-01,consumption,0.329382981944168,-1.4684513608332
1964-10-01,hours_worked,0.0667533553664494,-1.14134955840456
1964-10-01,inflation,0.490675476247632,-3.37061138855462
1964-10-01,interest,0.857042873660184,-4.69960309343983
1964-10-01,investment,0.883915376058681,1.32061595428542
1964-10-01,labor_share,469.172453333203,-0.465485034863261
1964-10-01,output,0.585894359097598,-0.937047403404902
1964-10-01,productivity,0.943683274504352,-0.996080458303263
1964-10-01,unemployment,5.14886616402372,-2.6907808585126
1965-01-01,TFP,-0.00173191889213342,-0.0793818990776373
1965-01-01,consumption,1.77740484350866,-1.52089173103918
1965-01-01,hours_worked,1.42065511111701,-1.09975054756533
1965-01-01,inflation,0.61862293516798,-3.29123021586234
1965-01-01,interest,1.26064287537451,-4.49764299906612
1965-01-01,investment,3.23074144899856,1.44680235405309
1965-01-01,labor_share,468.669647991533,-0.397676919717086
1965-01-01,output,1.59807454515061,-0.805587196822997
1965-01-01,productivity,0.202131299695154,-0.942445667710145
1965-01-01,unemployment,4.07634157597649,-2.58675904332834
1965-04-01,TFP,0.819816438529283,-0.126552572526259
1965-04-01,consumption,1.15411420886245,-1.59763297657964
1965-04-01,hours_worked,0.328755066934265,-1.03071994270625
1965-04-01,inflation,0.464355588369222,-3.18349311592814
1965-04-01,interest,1.083210673724,-4.34078250370477
1965-04-01,investment,0.840743010716594,1.65350290078154
1965-04-01,labor_share,468.670394634881,-0.177033179161379
1965-04-01,output,1.04584268024532,-0.709360155919582
1965-04-01,productivity,0.667637118182768,-0.825449620133874
1965-04-01,unemployment,4.36593295825007,-2.48641604824623
1965-07-01,TFP,0.231635990939271,-0.0808698426444978
1965-07-01,consumption,0.452113432405302,-1.53920341853627
1965-07-01,hours_worked,-0.229829079695055,-1.05377836933715
1965-07-01,inflation,0.425548754208928,-3.24810924008144
1965-07-01,interest,1.00839637502126,-4.38347324724186
1965-07-01,investment,-0.958425122186995,1.51464391177904
1965-07-01,labor_share,467.775439443523,-0.399489456435848
1965-07-01,output,0.0908595035487245,-0.738266832608041
1965-07-01,productivity,0.477563892998433,-0.919442427303433
1965-07-01,unemployment,4.75433092828012,-2.50011961463132
1965-10-01,TFP,0.17519189568338,-0.0745047585272138
1965-10-01,consumption,1.0872752719239,-1.52014460096349
1965-10-01,hours_worked,0.326194172899179,-1.11057741952939
1965-10-01,inflation,0.687870436491758,-3.30460413770649
1965-10-01,interest,1.1943240190571,-4.5442278917757
1965-10-01,investment,1.38839056718047,1.42481878839233
1965-10-01,labor_share,467.266643255351,-0.434656548932361
1965-10-01,output,0.8812872812161,-0.822170204480443
1965-10-01,productivity,0.411098630412731,-0.979384121323577
1965-10-01,unemployment,3.80606204663755,-2.60629136541561
1966-01-01,TFP,0.176858037821937,-0.0939985718610881
1966-01-01,consumption,0.481038405024023,-1.58715931139587
1966-01-01,hours_worked,0.0820832324915131,-1.07958191964339
1966-01-01,inflation,0.670625564120443,-3.23451817619985
1966-01-01,interest,1.18040094552958,-4.47988435598538
1966-01-01,investment,0.475598881123602,1.56378466645605
1966-01-01,labor_share,466.933658687081,-0.292597033710902
1966-01-01,output,0.378091462695782,-0.761831875020406
1966-01-01,productivity,0.540481082069526,-0.93486895002347
1966-01-01,unemployment,4.05526135694635,-2.56313948499398
1966-04-01,TFP,0.634621009511314,-0.100965626685789
1966-04-01,consumption,0.617549188563444,-1.62272688093499
1966-04-01,hours_worked,0.0496332612336339,-0.962689037753323
1966-04-01,inflation,0.762960736724516,-3.11025167370834
1966-04-01,interest,1.35699642407433,-4.09835815683898
1966-04-01,investment,-0.1136742243865,1.75864677669559
1966-04-01,labor_share,467.978519835942,-0.176341470911781
1966-04-01,output,0.534401156725043,-0.573302909359244
1966-04-01,productivity,0.42511272398842,-0.767657341180741
1966-04-01,unemployment,3.76756211081175,-2.33736937681697
1966-07-01,TFP,0.368169819250966,-0.166082190206554
1966-07-01,consumption,0.203376391841779,-1.77304836067577
1966-07-01,hours_worked,-0.515217167972788,-0.827603729940104
1966-07-01,inflation,0.90024905994568,-2.92571759262179
1966-07-01,interest,1.42438424538886,-3.87443141122602
1966-07-01,investment,-0.92080477055589,2.10864622292693
1966-07-01,labor_share,468.004157184217,0.0431264812360271
1966-07-01,output,0.0953373928327217,-0.391195971412662
1966-07-01,productivity,0.613173127348581,-0.689872938649305
1966-07-01,unemployment,4.20118858107027,-2.13170479618953
1966-10-01,TFP,0.56092897774316,-0.153597199805622
1966-10-01,consumption,0.0637699076330556,-1.73626976495726
1966-10-01,hours_worked,-0.713398761505497,-0.808802687398465
1966-10-01,inflation,0.818169656839778,-2.9285040721092
1966-10-01,interest,1.43096424933073,-3.76592692399418
1966-10-01,investment,-1.92507059583909,2.0831411001598
1966-10-01,labor_share,468.049465789044,0.00595983087457323
1966-10-01,output,-0.196371833587705,-0.362610296008015
1966-10-01,productivity,0.460026476704961,-0.641848578534646
1966-10-01,unemployment,4.18530057865532,-2.08132398344035
1967-01-01,TFP,0.824359256248005,-0.11960717104031
1967-01-01,consumption,-0.070085241522964,-1.57193703996694
1967-01-01,hours_worked,-0.816563286469053,-0.909489745441672
1967-01-01,inflation,0.425973575971542,-3.11789895589741
1967-01-01,interest,1.11238447335785,-4.00597857461447
1967-01-01,investment,-2.86495706778626,1.72401922326575
1967-01-01,labor_share,468.315714729704,-0.302702102807409
1967-01-01,output,-0.408840809912824,-0.556175657221048
1967-01-01,productivity,0.866328810286895,-0.75530201780343
1967-01-01,unemployment,4.57932617293664,-2.24401398166833
1967-04-01,TFP,0.0692220456153301,-0.172600415089182
1967-04-01,consumption,0.378222112543231,-1.48769426846432
1967-04-01,hours_worked,-0.274606525520204,-0.870455540798496
1967-04-01,inflation,0.665414677810476,-3.19716561959767
1967-04-01,interest,1.01578894435409,-4.14354071705497
1967-04-01,investment,0.0575466385709831,1.57468264015042
1967-04-01,labor_share,468.534812556841,-0.631716274571705
1967-04-01,output,0.259734310396706,-0.6505054288857
1967-04-01,productivity,0.58996333622931,-0.897784370534416
1967-04-01,unemployment,4.03372102248477,-2.20844995485108
1967-07-01,TFP,0.567670421555977,-0.158947869575172
1967-07-01,consumption,0.398180533020838,-1.29141120364452
1967-07-01,hours_worked,-0.429953674342467,-1.12744574637358
1967-07-01,inflation,0.797165121068835,-3.51252927797204
1967-07-01,interest,0.903850516221825,-4.80278271954231
1967-07-01,investment,0.71206936494572,1.03877630810509
1967-07-01,labor_share,468.27138511528,-0.835856496491747
1967-07-01,output,0.543099891868341,-1.08067373722802
1967-07-01,productivity,1.00531132189637,-1.06833314759992
1967-07-01,unemployment,3.96821606178373,-2.68431525836023
1967-10-01,TFP,0.3251723811928,-0.226713482363501
1967-10-01,consumption,0.748123229945247,-1.34813348988264
1967-10-01,hours_worked,-0.0675967621907425,-1.12268262091188
1967-10-01,inflation,1.12432681705811,-3.4813502944047
1967-10-01,interest,1.13594508157458,-4.91330927680636
1967-10-01,investment,0.235551563783062,1.13355404975897
1967-10-01,labor_share,468.381021229937,-0.676179360752896
1967-10-01,output,0.596896290860837,-1.11940939029443
1967-10-01,productivity,0.471428321680108,-1.05647472672322
1967-10-01,unemployment,3.75333286760825,-2.72575805970733
1968-01-01,TFP,0.561946593766987,-0.266732842799783
1968-01-01,consumption,0.669279378217709,-1.54407082003969
1968-01-01,hours_worked,0.193037205920447,-0.973733338121129
1968-01-01,inflation,1.12455011862079,-3.23837420580791
1968-01-01,interest,1.36652330461208,-4.56062398363491
1968-01-01,investment,0.650618294844421,1.58347231242788
1968-01-01,labor_share,468.675159259505,-0.342170112036879
1968-01-01,output,0.559854424053807,-0.853167965779687
1968-01-01,productivity,0.483132363008423,-0.916625949014965
1968-01-01,unemployment,3.90198734153458,-2.47603300726403
1968-04-01,TFP,0.0566443517309985,-0.0993536025339571
1968-04-01,consumption,0.92180279959501,-1.52000355600312
1968-04-01,hours_worked,0.553691787024238,-0.920007081349863
1968-04-01,inflation,1.17851933442696,-3.13544520879501
1968-04-01,interest,1.61891100629282,-3.89961897207787
1968-04-01,investment,1.11089473497313,1.67302765489739
1968-04-01,labor_share,468.046943184354,-0.268639266994595
1968-04-01,output,0.777069680113886,-0.54860221568923
1968-04-01,productivity,0.0494267993954551,-0.657034111576063
1968-04-01,unemployment,3.20635665996736,-2.23983998471683
1968-07-01,TFP,0.713679968928542,-0.0643343870144548
1968-07-01,consumption,0.282072602956514,-1.53906566851345
1968-07-01,hours_worked,-0.277582921662686,-0.857619111562792
1968-07-01,inflation,0.958193534057684,-3.08141913229684
1968-07-01,interest,1.51525103978828,-3.70865855797084
1968-07-01,investment,-0.396856197326031,1.74172242205414
1968-07-01,labor_share,468.628710414155,-0.359749250205856
1968-07-01,output,0.271728863778925,-0.42756604657121
1968-07-01,productivity,0.781555086985662,-0.664143063621677
1968-07-01,unemployment,3.86690930268597,-2.09862779304503
1968-10-01,TFP,0.358655036803931,-0.0776377564019911
1968-10-01,consumption,0.0695477069249897,-1.50954330739393
1968-10-01,hours_worked,-0.490788101360247,-0.927265764824372
1968-10-01,inflation,1.19343532954229,-3.17071943839174
1968-10-01,interest,1.50264183460001,-3.99213817584115
1968-10-01,investment,-1.20913432610553,1.60390081762415
1968-10-01,labor_share,469.242226704642,-0.462245112850773
1968-10-01,output,-0.0889486104704425,-0.570795805827749
1968-10-01,productivity,0.395265757358487,-0.79068075202905
1968-10-01,unemployment,3.87147910927797,-2.24622689127173
1969-01-01,TFP,0.462862088619716,-0.0665003484077944
1969-01-01,consumption,1.0480140892331,-1.50289410589165
1969-01-01,hours_worked,0.65330266028557,-0.986022344703645
1969-01-01,inflation,1.12984947235268,-3.18083034914991
1969-01-01,interest,1.86142144994337,-3.99131015039228
1969-01-01,investment,0.54665763565059,1.59473586522077
1969-01-01,labor_share,469.10589398135,-0.254854450842785
1969-01-01,output,0.792830455380578,-0.601259545981606
1969-01-01,productivity,0.184638016019946,-0.673060920428338
1969-01-01,unemployment,3.10230737355385,-2.3426998151507
1969-04-01,TFP,0.652734009975223,0.144220471147715
1969-04-01,consumption,0.601186158306696,-1.69082374874733
1969-04-01,hours_worked,0.0696269165604075,-0.618710446371713
1969-04-01,inflation,1.25313100589666,-2.7379890560574
1969-04-01,interest,2.19652872172951,-2.56994759357197
1969-04-01,investment,0.0961573140687051,2.23131060055317
1969-04-01,labor_share,470.098937294732,-0.252867440160067
1969-04-01,output,0.613514180569691,0.237950082333807
1969-04-01,productivity,0.303665233210566,-0.384196620517533
1969-04-01,unemployment,3.30175812673456,-1.49343442422236
1969-07-01,TFP,0.364460266771214,0.147123699812766
1969-07-01,consumption,0.643704950122405,-1.78689721623092
1969-07-01,hours_worked,-0.105226486539417,-0.520553181718081
1969-07-01,inflation,1.35907195324092,-2.60004743225293
1969-07-01,interest,2.36414487098129,-2.30074210260993
1969-07-01,investment,-0.595105833880211,2.46901477141759
1969-07-01,labor_share,470.706725899455,-0.141345663230395
1969-07-01,output,0.3883523598853,0.423616194426825
1969-07-01,productivity,0.386075921533759,-0.315076325003347
1969-07-01,unemployment,3.73589727326355,-1.30748604728857
1969-10-01,TFP,0.665737300719009,0.111465909253049
1969-10-01,consumption,0.29303458777791,-1.7568703115021
1969-10-01,hours_worked,-0.476929454295638,-0.538174064219969
1969-10-01,inflation,1.3675015975624,-2.67814671451484
1969-10-01,interest,2.29113594740148,-2.56877577428027
1969-10-01,investment,-0.824349839936133,2.34580041242814
1969-10-01,labor_share,471.863582618819,-0.372204051310732
1969-10-01,output,0.223261905809025,0.300656380855293
1969-10-01,productivity,0.647165274849506,-0.501532034757196
1969-10-01,unemployment,3.95995142437089,-1.37501880041257
1970-01-01,TFP,0.342244409369773,-0.0262373696607161
1970-01-01,consumption,0.615026261025054,-1.73149300942543
1970-01-01,hours_worked,-0.40968189174046,-0.607931080905959
1970-01-01,inflation,1.40518065720519,-2.76347423029416
1970-01-01,interest,1.97805830712153,-2.97339450816459
1970-01-01,investment,-0.875189565877292,2.26297716405491
1970-01-01,labor_share,472.222891084163,-0.203698867961007
1970-01-01,output,0.347691388689864,0.0492919200179563
1970-01-01,productivity,0.845420394512651,-0.500385086974458
1970-01-01,unemployment,4.44469610307899,-1.6010716158965
1970-04-01,TFP,0.273750384901405,-0.217118894737162
1970-04-01,consumption,0.0625918697762629,-1.84356311870856
1970-04-01,hours_worked,-0.663148215455006,-0.467754634543005
1970-04-01,inflation,1.32172961710633,-2.65201459500012
1970-04-01,interest,1.73104037595316,-3.06684042347542
1970-04-01,investment,-1.99979329573138,2.52419188734884
1970-04-01,labor_share,471.45411116566,-0.0838939671440651
1970-04-01,output,-0.351354524557479,0.0478034064632269
1970-04-01,productivity,0.572287951601361,-0.528738547442185
1970-04-01,unemployment,5.57068550513655,-1.47617841768529
1970-07-01,TFP,0.612177207266875,-0.283110668782485
1970-07-01,consumption,0.727685700034275,-1.58058889937087
1970-07-01,hours_worked,0.153132592228888,-0.607534606386366
1970-07-01,inflation,0.918967767502687,-2.98649018668177
1970-07-01,interest,1.57391399389924,-3.70772343379284
1970-07-01,investment,-0.0121247747618156,1.93697254354318
